Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,productivity_score,engagement_score,risk_score,work_life_balance_score,tenure_factor,cluster,swot_category,outlier,attrition_probability,attrition_risk_level
398,Legal,Male,41,Technician,2018-02-18 08:03:05.556036,6,Bachelor,4,4900.0,59,8,27,7,25,6,29,0,3.13,False,1.68,0.63,,2,4,3,Opportunity,0,0.09971196072464195,Very Low
399,Finance,Male,25,Technician,2017-01-18 08:03:05.556036,7,High School,1,3850.0,52,41,3,2,25,16,12,2,1.53,False,1.26,1.43,,5,4,0,Opportunity,0,0.1025054351481125,Low
400,HR,Other,31,Technician,2023-11-06 08:03:05.556036,0,Bachelor,2,4200.0,48,27,6,3,50,17,7,2,4.51,True,1.39,1.93,,4,1,2,Opportunity,0,0.09878903307587651,Very Low
401,Marketing,Female,54,Specialist,2022-04-11 08:03:05.556036,2,Bachelor,3,5850.0,42,5,21,12,100,13,74,0,4.81,False,1.27,1.55,,3,2,2,Opportunity,0,0.09902344976910972,Very Low
402,Finance,Female,58,Engineer,2019-03-03 08:03:05.556036,5,High School,2,7200.0,43,23,7,8,25,9,70,2,4.47,False,1.34,2.87,,4,3,0,Opportunity,0,0.09962129315285496,Very Low
403,HR,Male,39,Consultant,2022-08-14 08:03:05.556036,2,High School,4,7700.0,56,34,9,7,100,4,60,0,1.17,False,2.14,0.92,,4,2,2,Opportunity,0,0.10086726836340809,Low
404,IT,Male,25,Specialist,2020-09-05 08:03:05.556036,4,Bachelor,3,5850.0,45,1,1,3,25,18,40,1,1.56,False,1.29,1.52,,5,3,0,Opportunity,0,0.10152128570526056,Low
405,Customer Support,Female,27,Consultant,2018-03-22 08:03:05.556036,6,High School,5,8250.0,44,2,7,1,25,2,66,1,4.95,False,2.24,3.26,,4,4,0,Opportunity,0,0.09672414595713878,Very Low
406,Sales,Male,41,Engineer,2019-06-07 08:03:05.556036,5,Bachelor,3,7800.0,42,2,17,14,0,11,73,0,1.81,True,1.05,0.53,,3,3,1,Weakness,0,0.10196147797160414,Low
407,HR,Male,40,Analyst,2021-10-14 08:03:05.556036,2,PhD,2,4800.0,42,30,10,5,50,16,24,2,3.01,False,1.36,1.73,,4,2,2,Opportunity,0,0.1003941372872977,Low
408,IT,Male,30,Developer,2015-07-09 08:03:05.556036,9,High School,3,6500.0,41,22,1,2,0,16,41,1,2.31,False,1.68,1.85,,5,4,0,Opportunity,0,0.10020573042210172,Low
409,IT,Male,52,Analyst,2020-02-16 08:03:05.556036,4,Bachelor,2,4800.0,55,47,28,12,25,15,51,1,4.39,False,1.6,1.37,,2,3,3,Opportunity,0,0.09972856192170587,Very Low
410,Engineering,Female,38,Specialist,2024-01-22 08:03:05.556036,0,PhD,2,5400.0,52,15,29,6,50,14,13,0,3.55,True,1.1,0.46,,2,1,1,Weakness,0,0.1007372991658381,Low
411,Engineering,Male,50,Engineer,2021-02-20 08:03:05.556036,3,Bachelor,5,9000.0,44,16,19,6,0,6,88,2,2.34,False,2.29,3.04,,3,2,2,Opportunity,0,0.09965390167980714,Very Low
412,Marketing,Male,29,Technician,2016-07-11 08:03:05.556036,8,Bachelor,5,5250.0,59,29,16,8,75,5,18,1,3.98,False,2.32,0.94,,3,4,3,Opportunity,0,0.09704230857453534,Very Low
413,Customer Support,Male,22,Developer,2016-12-24 08:03:05.556036,7,Bachelor,1,5500.0,54,12,29,2,50,3,55,0,1.05,False,0.91,1.39,,2,4,3,Opportunity,0,0.10499995895233162,Low
414,Engineering,Male,29,Analyst,2018-05-05 08:03:05.556036,6,High School,4,5600.0,41,5,23,2,25,5,47,2,4.79,False,1.84,3.12,,3,4,3,Opportunity,0,0.09796896870233886,Very Low
415,Customer Support,Other,33,Technician,2021-12-29 08:03:05.556036,2,Bachelor,5,5250.0,44,36,19,10,0,1,97,2,2.04,False,2.51,2.68,,3,2,2,Opportunity,0,0.09958811924085544,Very Low
416,IT,Female,30,Developer,2020-10-17 08:03:05.556036,3,High School,2,6000.0,34,14,16,11,25,4,9,1,4.93,False,0.87,0.58,,3,2,1,Weakness,0,0.09854492319902015,Very Low
417,Operations,Male,42,Manager,2020-10-20 08:03:05.556036,3,Bachelor,2,7200.0,54,13,24,2,75,4,93,0,1.77,False,1.41,2.52,,3,2,2,Opportunity,0,0.1035894681504234,Low
418,IT,Male,42,Specialist,2018-08-10 08:03:05.556036,6,PhD,3,5850.0,32,7,24,8,50,8,94,2,1.89,False,1.36,2.82,,3,4,3,Opportunity,0,0.10218029486108,Low
419,Customer Support,Female,42,Engineer,2015-10-07 08:03:05.556036,8,Master,5,9000.0,56,13,10,7,100,19,86,2,1.72,False,2.23,2.7,,4,4,0,Opportunity,0,0.10032905179067453,Low
420,Marketing,Male,38,Engineer,2023-01-04 08:03:05.556036,1,High School,4,8400.0,33,45,25,7,50,8,58,0,2.04,True,2.25,1.08,,3,1,2,Opportunity,0,0.09963832093009188,Very Low
421,Legal,Female,37,Technician,2020-02-15 08:03:05.556036,4,PhD,5,5250.0,57,1,13,13,25,13,63,0,4.07,False,1.83,0.97,,4,3,0,Opportunity,0,0.09793140242044175,Very Low
422,Marketing,Male,52,Technician,2017-09-19 08:03:05.556036,6,Master,3,4550.0,55,26,16,3,0,6,43,1,4.59,False,1.86,2.35,,3,4,3,Opportunity,0,0.09864775523301375,Very Low
423,Marketing,Male,51,Engineer,2018-08-16 08:03:05.556036,6,Master,1,6600.0,30,25,5,14,75,15,2,0,4.16,False,0.55,-0.66,,5,4,1,Weakness,1,0.0994197663694952,Very Low
424,Finance,Female,31,Manager,2017-05-15 08:03:05.556036,7,Master,4,8400.0,37,49,8,14,25,11,62,0,3.74,False,2.17,0.74,,4,4,0,Opportunity,0,0.09747107026407063,Very Low
425,IT,Female,30,Developer,2018-09-28 08:03:05.556036,5,PhD,2,6000.0,37,0,23,7,75,15,48,0,1.62,False,0.8,0.73,,3,3,1,Weakness,0,0.10296127833320734,Low
426,Sales,Female,45,Engineer,2023-07-18 08:03:05.556036,1,Bachelor,2,7200.0,40,38,10,8,50,13,28,2,1.95,False,1.36,1.19,,4,1,2,Opportunity,0,0.10126694985701598,Low
427,Finance,Female,22,Developer,2022-06-02 08:03:05.556036,2,Bachelor,5,7500.0,49,46,21,4,100,15,41,0,3.48,False,2.76,1.4,,3,2,2,Opportunity,0,0.09730846981152422,Very Low
428,Customer Support,Female,48,Engineer,2017-06-24 08:03:05.556036,7,Bachelor,4,8400.0,41,12,6,2,50,8,19,1,3.85,False,1.83,1.69,,4,4,0,Opportunity,0,0.09781281302543922,Very Low
429,HR,Male,25,Engineer,2020-07-07 08:03:05.556036,4,High School,2,7200.0,60,30,23,13,50,4,12,1,2.0,False,1.09,-0.32,,3,3,1,Weakness,1,0.10198889797944086,Low
430,IT,Male,50,Manager,2023-11-17 08:03:05.556036,0,Bachelor,2,7200.0,31,23,27,9,25,18,4,2,2.94,False,0.99,0.71,,2,1,1,Weakness,0,0.10059240760178309,Low
431,Engineering,Female,57,Developer,2021-12-08 08:03:05.556036,2,Bachelor,2,6000.0,58,9,26,6,0,16,57,1,3.86,False,1.18,2.14,,2,2,3,Opportunity,0,0.10126533439972546,Low
432,Engineering,Female,23,Developer,2021-02-24 08:03:05.556036,3,High School,4,7000.0,36,22,24,9,50,6,27,0,2.38,False,1.72,0.15,,3,2,1,Weakness,0,0.09945504548632882,Very Low
433,Customer Support,Female,40,Consultant,2024-02-21 08:03:05.556036,0,High School,1,6050.0,51,32,9,10,25,6,45,0,3.04,False,1.0,0.64,,4,1,1,Weakness,0,0.10159767053243482,Low
434,Marketing,Female,50,Technician,2016-08-31 08:03:05.556036,8,High School,4,4900.0,59,26,5,1,75,18,5,0,1.57,False,2.05,0.39,,5,4,0,Opportunity,1,0.099915669995912,Very Low
435,Operations,Male,45,Specialist,2019-01-29 08:03:05.556036,5,Master,3,5850.0,54,35,2,5,75,17,75,2,4.35,False,2.04,3.34,,5,3,0,Opportunity,0,0.09870144877597181,Very Low
436,Sales,Male,45,Manager,2019-03-10 08:03:05.556036,5,Bachelor,4,8400.0,46,10,2,7,50,3,85,0,1.18,True,1.78,1.54,,5,3,0,Opportunity,0,0.10128524042194365,Low
437,Legal,Male,51,Consultant,2023-04-11 08:03:05.556036,1,High School,3,7150.0,36,36,2,0,0,19,5,2,1.9,False,1.83,1.6,,5,1,2,Opportunity,0,0.09980463682252005,Very Low
438,Operations,Female,23,Manager,2022-07-29 08:03:05.556036,2,High School,5,9000.0,45,2,3,13,25,19,50,0,4.13,False,1.76,0.66,,5,2,0,Opportunity,0,0.09709922428528162,Very Low
439,Marketing,Male,35,Analyst,2017-11-20 08:03:05.556036,6,Bachelor,1,4400.0,43,18,10,11,25,12,26,0,3.78,False,0.66,0.22,,4,4,1,Weakness,0,0.1007528082953018,Low
440,Legal,Male,48,Engineer,2014-10-24 08:03:05.556036,9,High School,5,9000.0,32,16,12,10,50,17,5,0,2.27,False,1.83,-0.56,,4,4,1,Weakness,0,0.09800099849760736,Very Low
441,HR,Male,39,Consultant,2017-09-05 08:03:05.556036,7,Bachelor,5,8250.0,37,26,18,9,100,16,12,1,2.13,False,2.07,0.21,,3,4,3,Opportunity,0,0.09836923720052852,Very Low
442,Engineering,Male,49,Analyst,2019-03-24 08:03:05.556036,5,Bachelor,2,4800.0,49,33,4,3,75,3,54,0,2.26,False,1.58,1.54,,5,3,0,Opportunity,0,0.10134776969091158,Low
443,Customer Support,Male,28,Engineer,2017-03-18 08:03:05.556036,7,Master,4,8400.0,59,37,11,5,25,5,40,1,2.64,False,2.25,1.54,,4,4,0,Opportunity,0,0.09927686548684113,Very Low
444,HR,Male,30,Analyst,2020-11-01 08:03:05.556036,3,Master,4,5600.0,58,36,17,0,0,9,7,2,4.33,False,2.34,2.26,,3,2,2,Opportunity,0,0.09745759640442136,Very Low
445,HR,Male,39,Manager,2016-04-30 08:03:05.556036,8,Bachelor,4,8400.0,51,27,5,13,25,14,10,1,1.81,False,1.66,-0.42,,5,4,1,Weakness,0,0.09951653915646246,Very Low
446,Sales,Other,56,Specialist,2020-02-06 08:03:05.556036,4,High School,4,6300.0,36,47,11,4,25,18,88,1,1.66,False,2.48,2.62,,4,3,0,Opportunity,0,0.1001005852377743,Low
447,Marketing,Female,23,Consultant,2021-04-03 08:03:05.556036,3,High School,4,7700.0,43,40,12,5,25,3,37,1,2.83,False,2.23,1.51,,4,2,2,Opportunity,0,0.09862571981891118,Very Low
448,Sales,Female,30,Developer,2015-04-13 08:03:05.556036,9,High School,2,6000.0,38,49,9,6,50,13,62,0,3.37,False,1.76,1.64,,4,4,0,Opportunity,0,0.09983754987418977,Very Low
449,Marketing,Female,47,Consultant,2024-02-16 08:03:05.556036,0,Bachelor,4,7700.0,60,41,27,0,0,16,93,0,2.64,False,2.66,2.99,,2,1,2,Opportunity,1,0.10035160115040094,Low
450,IT,Male,53,Technician,2023-10-15 08:03:05.556036,0,PhD,4,4900.0,45,36,14,3,0,5,7,1,2.35,False,2.12,0.89,,4,1,2,Opportunity,0,0.09892636518133721,Very Low
451,Customer Support,Female,49,Engineer,2020-10-16 08:03:05.556036,3,Bachelor,1,6600.0,48,4,6,13,100,10,78,1,1.13,True,0.46,1.11,,4,2,1,Weakness,0,0.10455045594114207,Low
452,Customer Support,Female,47,Specialist,2020-04-19 08:03:05.556036,4,PhD,2,5400.0,32,24,7,11,0,11,53,1,4.9,False,1.17,1.67,,4,3,1,Weakness,0,0.09860302907775295,Very Low
453,Customer Support,Male,36,Specialist,2020-01-10 08:03:05.556036,4,PhD,1,4950.0,58,4,18,7,75,3,59,2,2.15,False,0.68,2.14,,3,3,1,Weakness,0,0.10395571369303792,Low
454,Operations,Female,31,Developer,2021-08-01 08:03:05.556036,3,Bachelor,5,7500.0,42,19,27,5,75,4,28,1,1.04,False,2.12,0.84,,2,2,3,Opportunity,0,0.1002391698526179,Low
455,IT,Male,33,Developer,2019-08-10 08:03:05.556036,5,Bachelor,4,7000.0,45,21,28,1,75,5,68,1,3.47,False,2.18,2.94,,2,3,3,Opportunity,0,0.09937250669554822,Very Low
456,Operations,Male,23,Manager,2015-09-27 08:03:05.556036,8,High School,5,9000.0,33,43,13,4,75,9,94,0,4.38,False,2.85,2.94,,4,4,0,Opportunity,1,0.09655813063018272,Very Low
457,Marketing,Female,35,Technician,2015-07-01 08:03:05.556036,9,Master,2,4200.0,52,27,3,6,25,11,4,0,4.51,False,1.3,0.48,,5,4,1,Weakness,0,0.09860928761217486,Very Low
458,Engineering,Female,52,Consultant,2020-10-01 08:03:05.556036,3,Bachelor,4,7700.0,55,46,9,4,75,17,40,1,4.05,False,2.46,2.01,,4,2,2,Opportunity,0,0.09753649888631208,Very Low
459,Sales,Male,39,Consultant,2017-03-16 08:03:05.556036,7,Master,4,7700.0,31,23,27,6,50,11,60,2,3.6,True,1.97,2.65,,2,4,3,Opportunity,0,0.09875751313872089,Very Low
460,Engineering,Female,59,Engineer,2015-10-06 08:03:05.556036,8,Bachelor,2,7200.0,39,26,18,0,75,12,67,0,2.44,True,1.57,2.28,,3,4,3,Opportunity,0,0.10169992276190938,Low
461,Operations,Male,28,Analyst,2020-07-17 08:03:05.556036,4,Bachelor,3,5200.0,56,37,28,11,50,11,98,2,2.54,False,1.89,2.71,,2,3,3,Opportunity,0,0.1015762349914855,Low
462,Sales,Male,60,Developer,2018-04-16 08:03:05.556036,6,High School,1,5500.0,49,39,21,8,100,10,74,2,3.9,False,1.3,2.82,,3,4,3,Opportunity,0,0.101404571570512,Low
463,IT,Male,26,Manager,2014-11-23 08:03:05.556036,9,High School,4,8400.0,48,31,3,7,75,5,62,1,3.06,False,2.13,1.94,,5,4,0,Opportunity,0,0.09875905942491679,Very Low
464,Operations,Female,37,Consultant,2020-12-22 08:03:05.556036,3,Bachelor,3,7150.0,56,7,12,7,100,5,64,2,4.72,False,1.49,2.9,,4,2,2,Opportunity,0,0.09916397642891162,Very Low
465,IT,Male,40,Specialist,2018-05-30 08:03:05.556036,6,Master,3,5850.0,30,15,13,2,75,10,35,2,3.39,False,1.54,2.47,,4,4,0,Opportunity,0,0.0993603636601077,Very Low
466,HR,Male,47,Manager,2022-03-10 08:03:05.556036,2,High School,3,7800.0,53,0,1,7,25,10,5,1,1.2,False,1.04,0.05,,5,2,1,Weakness,0,0.10162492027729556,Low
467,Sales,Male,50,Specialist,2016-09-01 08:03:05.556036,8,Bachelor,5,6750.0,32,48,28,13,25,4,99,2,3.18,False,2.6,2.64,,2,4,3,Opportunity,1,0.09818026321440412,Very Low
468,Marketing,Male,56,Consultant,2022-11-05 08:03:05.556036,1,Bachelor,5,8250.0,52,4,28,6,0,8,48,2,2.97,False,2.01,2.19,,2,1,2,Opportunity,0,0.09924510807836939,Very Low
469,Finance,Male,39,Consultant,2018-03-07 08:03:05.556036,6,Bachelor,2,6600.0,42,19,0,6,50,10,54,1,3.39,False,1.25,1.95,,5,4,0,Opportunity,0,0.10029284938665596,Low
470,Operations,Male,36,Analyst,2018-01-26 08:03:05.556036,6,High School,5,6000.0,43,26,23,5,50,13,48,1,2.42,False,2.35,1.68,,3,4,3,Opportunity,0,0.09887136769956889,Very Low
471,IT,Female,47,Developer,2022-06-18 08:03:05.556036,2,Bachelor,4,7000.0,40,7,15,5,75,10,22,0,1.59,False,1.58,0.32,,4,2,1,Weakness,0,0.10036833379530274,Low
472,Customer Support,Female,47,Specialist,2023-10-19 08:03:05.556036,0,Bachelor,4,6300.0,48,12,28,1,50,4,27,1,2.34,False,1.87,1.64,,2,1,2,Opportunity,0,0.10024488991010387,Low
473,IT,Female,27,Engineer,2015-03-18 08:03:05.556036,9,Bachelor,4,8400.0,51,2,2,1,50,19,64,0,3.03,False,1.86,2.23,,5,4,0,Opportunity,0,0.09949384107334637,Very Low
474,Marketing,Male,32,Consultant,2019-09-03 08:03:05.556036,5,Bachelor,4,7700.0,57,8,2,8,75,8,70,2,3.74,False,1.8,2.68,,5,3,0,Opportunity,0,0.09895492365166067,Very Low
475,Engineering,Female,29,Consultant,2018-08-03 08:03:05.556036,6,High School,4,7700.0,44,23,22,0,0,16,6,1,4.56,False,2.07,1.79,,3,4,3,Opportunity,0,0.09726297684737722,Very Low
476,Sales,Female,39,Technician,2019-06-03 08:03:05.556036,5,High School,3,4550.0,57,44,8,2,0,10,58,2,1.22,False,2.14,2.5,,4,3,0,Opportunity,0,0.10168166352543397,Low
477,Engineering,Male,26,Engineer,2022-08-23 08:03:05.556036,2,Bachelor,3,7800.0,40,29,7,7,75,14,3,0,1.2,False,1.47,-0.5,,4,2,1,Weakness,0,0.10071666760774521,Low
478,Legal,Male,39,Specialist,2017-06-11 08:03:05.556036,7,Bachelor,1,4950.0,35,34,11,13,25,18,26,2,2.84,False,0.79,0.73,,4,4,1,Weakness,0,0.10128858680973955,Low
479,HR,Male,32,Analyst,2018-06-06 08:03:05.556036,6,Bachelor,2,4800.0,43,37,25,14,0,2,10,0,1.81,False,1.09,-1.05,,3,4,1,Weakness,1,0.101561619434547,Low
480,IT,Male,37,Consultant,2018-01-03 08:03:05.556036,6,High School,5,8250.0,31,35,0,0,75,3,42,2,4.28,False,2.66,3.12,,5,4,0,Opportunity,1,0.09590339993054181,Very Low
481,IT,Male,57,Engineer,2016-08-08 08:03:05.556036,8,PhD,4,8400.0,49,30,26,2,25,11,39,0,2.17,False,2.17,1.27,,2,4,3,Opportunity,0,0.10005807526658105,Low
482,Engineering,Female,52,Specialist,2020-10-13 08:03:05.556036,3,High School,3,5850.0,55,10,24,2,75,3,48,0,2.91,False,1.59,1.68,,3,2,2,Opportunity,0,0.1009365112655684,Low
483,Operations,Male,55,Manager,2022-08-15 08:03:05.556036,2,Bachelor,3,7800.0,52,4,17,9,75,15,34,0,1.23,False,1.14,0.03,,3,2,1,Weakness,0,0.10226701598450627,Low
484,Operations,Female,58,Consultant,2019-07-05 08:03:05.556036,5,High School,1,6050.0,55,37,21,12,0,12,26,2,1.79,False,0.93,0.6,,3,3,1,Weakness,0,0.10308909935109449,Low
485,Operations,Male,37,Specialist,2018-01-12 08:03:05.556036,6,Bachelor,5,6750.0,39,37,22,9,50,14,8,1,4.83,False,2.33,0.78,,3,4,3,Opportunity,0,0.09561771170522233,Very Low
486,HR,Male,59,Consultant,2020-05-16 08:03:05.556036,4,Bachelor,3,7150.0,33,35,15,6,0,8,80,1,2.18,False,1.86,2.3,,4,3,0,Opportunity,0,0.10074896820302309,Low
487,Customer Support,Male,43,Technician,2023-11-29 08:03:05.556036,0,Bachelor,5,5250.0,59,12,1,5,50,9,20,1,3.86,False,2.14,1.34,,5,1,2,Opportunity,0,0.09714090485235717,Very Low
488,Engineering,Male,41,Consultant,2019-11-25 08:03:05.556036,4,Bachelor,1,6050.0,43,12,14,0,0,19,86,0,3.65,False,1.12,3.06,,4,3,0,Opportunity,0,0.10200576989420637,Low
489,IT,Female,48,Specialist,2017-07-06 08:03:05.556036,7,High School,2,5400.0,34,16,6,0,0,4,97,1,2.47,False,1.48,3.54,,4,4,0,Opportunity,0,0.10187844798811461,Low
490,Finance,Female,42,Analyst,2019-08-11 08:03:05.556036,5,Master,4,5600.0,37,1,2,0,50,18,11,2,3.21,False,1.65,2.08,,5,3,0,Opportunity,0,0.0984467230446926,Very Low
491,Legal,Female,51,Consultant,2019-12-02 08:03:05.556036,4,High School,1,6050.0,38,21,25,0,100,4,99,1,2.01,False,1.24,3.48,,3,3,3,Opportunity,1,0.103931290908507,Low
492,Customer Support,Male,36,Manager,2022-04-07 08:03:05.556036,2,Bachelor,3,7800.0,42,21,20,14,0,11,7,2,4.68,False,1.24,0.59,,3,2,1,Weakness,0,0.09801444671354345,Very Low
493,Legal,Male,22,Engineer,2017-01-25 08:03:05.556036,7,Bachelor,1,6600.0,56,1,21,12,75,17,64,2,4.99,False,0.56,2.35,,3,4,1,Weakness,0,0.10120708429849205,Low
494,Marketing,Other,48,Specialist,2017-12-10 08:03:05.556036,6,Master,4,6300.0,40,17,3,10,25,10,88,1,4.92,False,1.91,2.68,,5,4,0,Opportunity,0,0.09737327301122897,Very Low
495,Sales,Male,41,Specialist,2024-01-23 08:03:05.556036,0,Bachelor,2,5400.0,34,20,7,5,100,10,37,0,2.3,False,1.18,0.88,,4,1,2,Opportunity,0,0.10109517501798618,Low
496,Finance,Female,50,Developer,2024-08-29 08:03:05.556036,0,PhD,4,7000.0,31,40,23,10,50,3,69,2,4.31,False,2.17,2.55,,3,1,2,Opportunity,0,0.09765241352549596,Very Low
497,Engineering,Male,27,Consultant,2019-05-07 08:03:05.556036,5,Bachelor,2,6600.0,55,9,10,5,100,1,26,1,3.5,False,1.08,1.4,,4,3,1,Weakness,0,0.10067286650844284,Low
498,Engineering,Male,35,Analyst,2019-06-19 08:03:05.556036,5,High School,4,5600.0,51,25,18,6,50,17,48,0,2.95,False,2.02,1.19,,3,3,3,Opportunity,0,0.09929324548157209,Very Low
499,Operations,Female,27,Specialist,2019-03-10 08:03:05.556036,5,High School,3,5850.0,46,47,0,8,0,11,62,1,3.88,False,2.04,2.02,,5,3,0,Opportunity,0,0.09840298521850997,Very Low
500,Marketing,Male,27,Analyst,2020-09-25 08:03:05.556036,3,Bachelor,5,6000.0,46,48,15,5,0,19,97,0,3.38,False,2.93,2.64,,4,2,2,Opportunity,0,0.09782173454525998,Very Low
501,IT,Female,31,Specialist,2023-06-12 08:03:05.556036,1,High School,5,6750.0,31,13,9,8,75,18,90,0,2.24,False,2.12,1.81,,4,1,2,Opportunity,0,0.09909711924153358,Very Low
502,Customer Support,Male,57,Technician,2018-10-20 08:03:05.556036,5,High School,2,4200.0,51,8,18,8,0,16,98,0,4.27,False,1.21,2.52,,3,3,3,Opportunity,0,0.10093204093648007,Low
503,Finance,Male,40,Consultant,2022-04-22 08:03:05.556036,2,High School,2,6600.0,47,16,22,10,100,15,19,0,1.89,False,0.92,-0.3,,3,2,1,Weakness,0,0.10212364198349577,Low
504,Operations,Female,36,Specialist,2017-10-31 08:03:05.556036,6,High School,4,6300.0,45,35,28,10,25,11,36,0,3.73,False,2.02,0.58,,2,4,3,Opportunity,0,0.09826347873970742,Very Low
505,Finance,Female,58,Analyst,2014-09-13 08:03:05.556036,9,High School,1,4400.0,52,24,0,3,0,11,39,2,1.15,False,1.02,1.89,,5,4,0,Opportunity,0,0.10356047902585856,Low
506,HR,Other,56,Technician,2016-05-01 08:03:05.556036,8,Bachelor,5,5250.0,51,27,2,9,75,3,87,0,3.83,False,2.45,2.01,,5,4,0,Opportunity,0,0.09743714047839604,Very Low
507,Customer Support,Other,36,Manager,2019-11-14 08:03:05.556036,4,Master,5,9000.0,39,5,22,5,25,17,45,2,2.44,False,1.98,2.11,,3,3,3,Opportunity,0,0.09922073824024519,Very Low
508,Engineering,Male,49,Manager,2015-06-27 08:03:05.556036,9,Master,1,6600.0,35,41,20,13,50,12,51,0,4.41,False,1.05,0.75,,3,4,1,Weakness,0,0.1000109827151911,Low
509,Operations,Male,35,Consultant,2018-08-13 08:03:05.556036,6,Bachelor,1,6050.0,32,33,5,9,100,17,57,0,3.8,False,1.03,1.25,,5,4,0,Opportunity,0,0.1003905129241387,Low
510,Legal,Male,57,Specialist,2017-11-18 08:03:05.556036,6,Bachelor,1,4950.0,57,0,0,3,75,4,7,1,4.06,False,0.63,1.32,,5,4,1,Weakness,1,0.10078921110070477,Low
511,HR,Female,50,Consultant,2016-04-23 08:03:05.556036,8,High School,5,8250.0,38,37,2,0,0,14,15,2,3.04,False,2.59,2.13,,5,4,0,Opportunity,0,0.09694265098301981,Very Low
512,IT,Female,46,Specialist,2015-10-18 08:03:05.556036,8,Bachelor,2,5400.0,60,6,18,11,25,10,74,0,3.36,False,1.01,1.32,,3,4,1,Weakness,0,0.10177959611293254,Low
513,Legal,Male,35,Engineer,2019-09-05 08:03:05.556036,5,Master,2,7200.0,42,29,14,5,0,11,72,0,1.15,False,1.44,1.46,,4,3,0,Opportunity,0,0.10293443148709883,Low
514,Finance,Male,36,Consultant,2018-04-22 08:03:05.556036,6,High School,2,6600.0,46,48,3,13,0,10,51,2,2.43,False,1.48,1.26,,5,4,0,Opportunity,0,0.10075546451029598,Low
515,IT,Male,50,Consultant,2015-11-30 08:03:05.556036,8,High School,3,7150.0,44,25,5,2,75,11,30,1,2.31,False,1.71,1.58,,5,4,0,Opportunity,0,0.10018271427091575,Low
516,Engineering,Female,46,Consultant,2016-12-12 08:03:05.556036,7,High School,5,8250.0,48,17,11,1,25,10,44,2,1.4,False,2.31,2.33,,4,4,0,Opportunity,0,0.09988445619907697,Very Low
517,Legal,Male,55,Manager,2017-06-21 08:03:05.556036,7,Master,4,8400.0,38,41,25,12,50,9,3,2,4.58,False,1.94,0.72,,3,4,3,Opportunity,0,0.09673871341284075,Very Low
518,Engineering,Female,27,Developer,2024-04-18 08:03:05.556036,0,Bachelor,1,5500.0,32,28,16,14,100,1,93,0,1.99,False,0.84,1.07,,3,1,1,Weakness,0,0.10312932731565963,Low
519,Finance,Male,39,Developer,2023-01-07 08:03:05.556036,1,Bachelor,5,7500.0,34,12,0,10,0,15,47,2,2.17,False,1.9,1.47,,5,1,2,Opportunity,0,0.098556974759707,Very Low
520,Finance,Female,43,Developer,2020-04-03 08:03:05.556036,4,High School,1,5500.0,53,8,16,4,100,10,56,2,2.66,False,0.83,2.56,,3,3,3,Opportunity,0,0.10312752566907327,Low
521,Sales,Male,24,Consultant,2019-02-23 08:03:05.556036,5,High School,2,6600.0,54,49,9,9,75,19,57,2,1.0,False,1.63,1.55,,4,3,0,Opportunity,0,0.10267510141859258,Low
522,Customer Support,Female,52,Analyst,2015-09-29 08:03:05.556036,8,High School,1,4400.0,53,38,23,10,25,6,28,1,2.61,False,1.03,0.6,,3,4,1,Weakness,0,0.10222114127368485,Low
523,Engineering,Female,49,Consultant,2016-04-10 08:03:05.556036,8,High School,5,8250.0,49,4,4,3,75,1,81,2,4.12,False,2.24,3.68,,5,4,0,Opportunity,0,0.09777286229117883,Very Low
524,Legal,Female,27,Specialist,2018-03-20 08:03:05.556036,6,Bachelor,4,6300.0,30,11,26,10,50,2,12,2,4.02,False,1.48,1.05,,2,4,3,Opportunity,0,0.09792790291225166,Very Low
525,Marketing,Male,59,Consultant,2022-04-25 08:03:05.556036,2,Bachelor,5,8250.0,56,28,14,12,75,18,48,1,2.1,False,2.2,0.73,,4,2,2,Opportunity,0,0.09913974896858159,Very Low
526,Operations,Male,31,Technician,2020-03-11 08:03:05.556036,4,High School,1,3850.0,36,19,18,9,100,9,67,1,1.74,False,0.78,1.48,,3,3,1,Weakness,0,0.1035060304518048,Low
527,Operations,Male,52,Manager,2020-07-20 08:03:05.556036,4,Bachelor,4,8400.0,52,30,20,6,25,11,51,2,1.24,False,2.06,1.84,,3,3,3,Opportunity,0,0.10114549543565744,Low
528,HR,Female,28,Engineer,2021-05-04 08:03:05.556036,3,Bachelor,1,6600.0,30,3,11,9,75,4,6,0,2.82,False,0.32,-0.27,,4,2,1,Weakness,1,0.10153481501412681,Low
529,HR,Male,32,Developer,2020-09-02 08:03:05.556036,4,Bachelor,3,6500.0,35,36,0,5,100,18,68,0,3.43,False,1.92,1.93,,5,3,0,Opportunity,0,0.09885939659427263,Very Low
530,HR,Male,27,Developer,2021-11-25 08:03:05.556036,2,Bachelor,2,6000.0,57,12,4,8,0,16,22,1,2.17,False,0.98,0.59,,5,2,1,Weakness,0,0.10174433887930802,Low
